canonical_smiles,Molecular_Weight,LogP,TPSA,H_Bond_Donors,H_Bond_Acceptors,Rotatable_Bonds,Ring_Count,Heavy_Atom_Count,Fraction_CSP3,Aromatic_Rings,Molar_Refractivity,Num_Heteroatoms,LogS,BBB,Toxic,Num_Aromatic_Carbocycles,BalabanJ,Labute_ASA
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,257.547,5.313800000000001,0.0,0.0,0.0,1.0,2.0,15.0,0.0,2.0,66.90800000000002,3.0,-6.5541,,,2.0,2.452797331194705,103.39829600620601
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,291.992,5.967200000000001,0.0,0.0,0.0,1.0,2.0,16.0,0.0,2.0,71.91800000000002,4.0,-8.53,,,2.0,2.5020803743746223,113.70156223308767
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,326.437,6.620600000000001,0.0,0.0,0.0,1.0,2.0,17.0,0.0,2.0,76.92800000000003,5.0,-7.62,,,2.0,2.6495059917567385,124.00482845996933
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,360.882,7.274000000000001,0.0,0.0,0.0,1.0,2.0,18.0,0.0,2.0,81.938,6.0,-8.78,,,2.0,2.7065514301640414,134.308094686851
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1,291.992,5.967200000000001,0.0,0.0,0.0,1.0,2.0,16.0,0.0,2.0,71.91800000000002,4.0,-6.8754,,,2.0,2.5654015993956523,113.70156223308767
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,326.437,6.6206000000000005,0.0,0.0,0.0,1.0,2.0,17.0,0.0,2.0,76.92800000000003,5.0,-7.9823,,,2.0,2.6073765825410646,124.00482845996933
Clc1ccc(-c2ccc(Cl)cc2)cc1,223.102,4.660400000000002,0.0,0.0,0.0,1.0,2.0,14.0,0.0,2.0,61.898000000000025,2.0,-6.5561,,,2.0,2.396509039726096,93.09502977932435
Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,291.992,5.967200000000002,0.0,0.0,0.0,1.0,2.0,16.0,0.0,2.0,71.91800000000002,4.0,-6.51,,,2.0,2.585637641875939,113.70156223308767
Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,257.547,5.313800000000001,0.0,0.0,0.0,1.0,2.0,15.0,0.0,2.0,66.90800000000003,3.0,-6.0,,,2.0,2.4942463505417196,103.39829600620601
Clc1ccc(-c2cccc(Cl)c2)cc1,223.102,4.660400000000002,0.0,0.0,0.0,1.0,2.0,14.0,0.0,2.0,61.898000000000025,2.0,-6.4001,,,2.0,2.4434555043419293,93.09502977932434
Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,291.992,5.967200000000002,0.0,0.0,0.0,1.0,2.0,16.0,0.0,2.0,71.91800000000002,4.0,-6.6813,,,2.0,2.632549823314152,113.70156223308766
Clc1ccc(-c2cccc(Cl)c2Cl)cc1,257.547,5.313800000000001,0.0,0.0,0.0,1.0,2.0,15.0,0.0,2.0,66.90800000000002,3.0,-6.29,,,2.0,2.5415145965203094,103.398296006206
Clc1ccc(-c2ccccc2)c(Cl)c1,223.102,4.660400000000003,0.0,0.0,0.0,1.0,2.0,14.0,0.0,2.0,61.89800000000003,2.0,-5.2878,,,2.0,2.5278040316309607,93.09502977932434
Clc1ccc(-c2ccccc2)c(Cl)c1Cl,257.547,5.313800000000001,0.0,0.0,0.0,1.0,2.0,15.0,0.0,2.0,66.90800000000002,3.0,-6.1799,,,2.0,2.6032582714405783,103.398296006206
Clc1ccc(-c2ccccc2)cc1,188.657,4.007000000000002,0.0,0.0,0.0,1.0,2.0,13.0,0.0,2.0,56.88800000000003,1.0,-5.2,,,2.0,2.4238559727704243,82.79176355244267
Clc1ccc(-c2ccccc2)cc1Cl,223.102,4.660400000000002,0.0,0.0,0.0,1.0,2.0,14.0,0.0,2.0,61.89800000000003,2.0,-6.3899,,,2.0,2.483814803753658,93.09502977932434
Clc1ccc(-c2ccccc2Cl)c(Cl)c1,257.547,5.313800000000002,0.0,0.0,0.0,1.0,2.0,15.0,0.0,2.0,66.90800000000003,3.0,-6.4902,,,2.0,2.595927490903463,103.398296006206
Clc1ccc(-c2ccccc2Cl)cc1,223.102,4.660400000000002,0.0,0.0,0.0,1.0,2.0,14.0,0.0,2.0,61.898000000000025,2.0,-5.2803,,,2.0,2.4982549625625556,93.09502977932434
Clc1ccc(-c2ccccc2Cl)cc1Cl,257.547,5.313800000000001,0.0,0.0,0.0,1.0,2.0,15.0,0.0,2.0,66.90800000000003,3.0,-6.287000000000001,,,2.0,2.5510019801121246,103.398296006206
Clc1ccc(Br)cc1,191.455,3.102500000000001,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,39.15200000000001,2.0,-3.6298,,,1.0,3.0324555320336755,61.60221695202
Clc1ccc(Br)cc1Cl,225.9,3.755900000000001,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,44.16200000000001,3.0,-1.0114935501,,,1.0,3.171678030440915,71.90548317890166
Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,264.366,4.8201,0.0,0.0,0.0,0.0,1.0,12.0,0.1428571428571428,1.0,55.69900000000001,5.0,,,0.0,1.0,3.189211511901671,95.31267636830194
Clc1ccc(C(Cl)(Cl)Cl)cc1,229.921,4.1667000000000005,0.0,0.0,0.0,0.0,1.0,11.0,0.1428571428571428,1.0,50.689000000000014,4.0,,,1.0,1.0,2.993754788259927,85.00941014142028
Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,264.366,4.8201,0.0,0.0,0.0,0.0,1.0,12.0,0.1428571428571428,1.0,55.69900000000001,5.0,,,1.0,1.0,3.138261335720986,95.31267636830194
Clc1ccc(C(Cl)(Cl)Cl)cn1,230.909,3.5617,12.89,0.0,1.0,0.0,1.0,11.0,0.1666666666666666,1.0,48.48400000000001,5.0,,,1.0,0.0,2.993754788259927,84.22905812236678
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,416.1350000000001,6.454800000000002,27.05,0.0,2.0,6.0,3.0,25.0,0.1666666666666666,3.0,102.68100000000004,7.0,,,1.0,2.0,1.857108340568973,165.60580790040456
Clc1ccc(C(Cn2ccnc2)OCc2cc(Cl)ccc2Cl)c(Cl)c1,416.1350000000001,6.454800000000004,27.05,0.0,2.0,6.0,3.0,25.0,0.1666666666666666,3.0,102.681,7.0,-3.54,,,2.0,1.840787168299246,165.60580790040456
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,455.4100000000001,7.299200000000004,27.05,0.0,3.0,8.0,4.0,30.0,0.125,4.0,123.226,6.0,,,1.0,3.0,1.448963342707504,190.17947967807044
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,387.7190000000001,5.8629000000000016,27.05,0.0,3.0,6.0,3.0,23.0,0.1875,3.0,95.54800000000004,7.0,,,1.0,1.0,1.8195699684158084,152.94290494393437
Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,437.7790000000001,7.016100000000002,27.05,0.0,3.0,6.0,4.0,27.0,0.15,4.0,113.05400000000004,7.0,,,1.0,2.0,1.6101017021629744,175.62456947566952
Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,329.8709999999999,4.931900000000004,12.47,0.0,2.0,6.0,3.0,23.0,0.4,2.0,95.98000000000006,3.0,,,0.0,2.0,1.6638488987975442,143.57884821379656
Clc1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,331.8429999999999,3.778200000000002,21.700000000000003,0.0,3.0,6.0,3.0,23.0,0.3684210526315789,2.0,92.94800000000004,4.0,,1.0,,2.0,1.6638488987975442,142.32745132890685
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,354.491,6.495500000000002,0.0,0.0,0.0,2.0,2.0,19.0,0.1428571428571428,2.0,85.03700000000002,5.0,-7.8092,,1.0,2.0,2.4741168126302457,136.73471268876253
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,320.04600000000005,5.929000000000003,0.0,0.0,0.0,3.0,2.0,18.0,0.1428571428571428,2.0,80.24100000000003,4.0,-7.2,,1.0,2.0,2.3941105028842737,126.4314464618809
Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,354.491,6.495500000000002,0.0,0.0,0.0,2.0,2.0,19.0,0.1428571428571428,2.0,85.03700000000002,5.0,-7.13,,1.0,2.0,2.5466525991805877,136.73471268876253
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,320.04600000000005,5.929000000000003,0.0,0.0,0.0,3.0,2.0,18.0,0.1428571428571428,2.0,80.24100000000003,4.0,-6.5052,,1.0,2.0,2.467618736944898,126.43144646188088
Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,377.0690000000001,3.664200000000003,39.94,0.0,3.0,3.0,3.0,20.0,0.3846153846153846,2.0,81.44600000000003,7.0,-3.8775,,,1.0,2.0115531392586874,134.72188347083375
Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,300.1450000000001,2.484700000000001,49.17,0.0,4.0,3.0,3.0,19.0,0.3333333333333333,2.0,70.06600000000002,7.0,-3.0031,,0.0,1.0,1.9975368888501361,119.60293898030267
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,411.7850000000001,6.637000000000003,17.82,0.0,2.0,7.0,3.0,25.0,0.2105263157894736,3.0,108.107,6.0,,,1.0,2.0,1.7332910161191606,166.67704858377783
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,429.1340000000001,6.117800000000003,39.41,0.0,3.0,6.0,3.0,26.0,0.1111111111111111,3.0,106.477,8.0,,,1.0,2.0,1.8308384336402947,170.45516888574264
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,416.1350000000001,6.454800000000002,27.05,0.0,2.0,6.0,3.0,25.0,0.1666666666666666,3.0,102.681,7.0,-5.08,0.0,1.0,2.0,1.8269922473983413,165.60580790040453
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,381.69000000000005,5.801400000000003,27.05,0.0,2.0,6.0,3.0,24.0,0.1666666666666666,3.0,97.67100000000002,6.0,,0.0,1.0,2.0,1.7958913326646333,155.30254167352285
Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,397.75800000000015,6.518000000000003,17.82,0.0,2.0,6.0,3.0,24.0,0.1666666666666666,3.0,104.17700000000002,6.0,,,1.0,2.0,1.7958913326646333,160.3121064693812
Clc1ccc(CSC(Cn2cncn2)=Nc2ccc(Cl)cc2Cl)cc1,411.7450000000001,5.901900000000002,43.07,0.0,4.0,5.0,3.0,25.0,0.1176470588235294,3.0,106.326,8.0,-5.3842,,,2.0,1.807338224092089,164.39553050459259
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,395.327,7.9274,0.0,0.0,0.0,1.0,2.0,19.0,0.0,2.0,86.94799999999998,7.0,-8.46,,,2.0,2.8656071971830146,144.61136091373265
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,429.77200000000016,8.580799999999998,0.0,0.0,0.0,1.0,2.0,20.0,0.0,2.0,91.958,8.0,-9.1,,,2.0,2.948200049764579,154.91462714061436
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,360.88200000000006,7.274000000000001,0.0,0.0,0.0,1.0,2.0,18.0,0.0,2.0,81.938,6.0,-7.4254,,,2.0,2.820292008545056,134.308094686851
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,395.3270000000001,7.9274,0.0,0.0,0.0,1.0,2.0,19.0,0.0,2.0,86.94800000000001,7.0,-7.94,,,2.0,2.909080737431093,144.61136091373268
Clc1ccc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1,360.88200000000006,7.274000000000001,0.0,0.0,0.0,1.0,2.0,18.0,0.0,2.0,81.938,6.0,-8.01,,,2.0,2.7888724998539813,134.308094686851
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,326.437,6.620600000000001,0.0,0.0,0.0,1.0,2.0,17.0,0.0,2.0,76.928,5.0,-7.1895,,,2.0,2.7609447076772757,124.00482845996935
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,360.88200000000006,7.274000000000001,0.0,0.0,0.0,1.0,2.0,18.0,0.0,2.0,81.938,6.0,-7.9032,,,2.0,2.8546465531596237,134.308094686851
Clc1ccc(Cl)c(-c2c(Cl)cccc2Cl)c1,291.992,5.967200000000002,0.0,0.0,0.0,1.0,2.0,16.0,0.0,2.0,71.918,4.0,-6.8,,,2.0,2.7162794101137435,113.70156223308769
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)c1,326.437,6.620600000000001,0.0,0.0,0.0,1.0,2.0,17.0,0.0,2.0,76.928,5.0,-7.3149,,,2.0,2.6438384188260367,124.00482845996935
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,360.88200000000006,7.274000000000001,0.0,0.0,0.0,1.0,2.0,18.0,0.0,2.0,81.938,6.0,-7.6794,,,2.0,2.753801411640488,134.308094686851
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,326.437,6.620600000000001,0.0,0.0,0.0,1.0,2.0,17.0,0.0,2.0,76.928,5.0,-7.3263,,,2.0,2.6779540918569533,124.00482845996935
Clc1ccc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1,326.437,6.620600000000001,0.0,0.0,0.0,1.0,2.0,17.0,0.0,2.0,76.928,5.0,-7.8201,,,2.0,2.7169334364324644,124.00482845996935
Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,291.992,5.967200000000002,0.0,0.0,0.0,1.0,2.0,16.0,0.0,2.0,71.91800000000002,4.0,-7.04,,,2.0,2.6616827212373178,113.70156223308769
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,291.992,5.967200000000002,0.0,0.0,0.0,1.0,2.0,16.0,0.0,2.0,71.918,4.0,-6.8526,,,2.0,2.5794829348325483,113.70156223308767
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,326.437,6.620600000000001,0.0,0.0,0.0,1.0,2.0,17.0,0.0,2.0,76.92800000000001,5.0,-7.91,,,2.0,2.6870358722469825,124.00482845996933
Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,291.9920000000001,5.967200000000002,0.0,0.0,0.0,1.0,2.0,16.0,0.0,2.0,71.918,4.0,-6.4654,,,2.0,2.671376416567896,113.70156223308767
Clc1ccc(Cl)c(-c2ccccc2)c1,223.10200000000003,4.660400000000003,0.0,0.0,0.0,1.0,2.0,14.0,0.0,2.0,61.89800000000002,2.0,-5.2993,,,2.0,2.565840902948807,93.09502977932435
Clc1ccc(Cl)c(-c2ccccc2)c1Cl,257.547,5.313800000000002,0.0,0.0,0.0,1.0,2.0,15.0,0.0,2.0,66.90800000000002,3.0,-6.29,,,2.0,2.6754566921501923,103.39829600620601
Clc1ccc(Cl)c(-c2ccccc2Cl)c1,257.547,5.313800000000002,0.0,0.0,0.0,1.0,2.0,15.0,0.0,2.0,66.90800000000002,3.0,-6.02,,,2.0,2.6351653177505687,103.39829600620601
Clc1ccc(Cl)c(Cl)c1,181.449,3.6468000000000007,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,41.47200000000001,3.0,-3.7024520783,,0.0,1.0,3.1716780304409156,68.34120180014197
Clc1ccc(Cl)c(Cl)c1Cl,215.894,4.3002,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,46.482000000000006,4.0,-4.5619,,0.0,1.0,3.3421538077705124,78.64446802702365
Clc1ccc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c1,342.43600000000004,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-7.56,,,2.0,2.3954471546826523,129.11837368947621
Clc1ccc(Cl)c(Oc2ccc(Cl)c(Cl)c2)c1,307.991,6.092500000000002,9.23,0.0,1.0,2.0,2.0,17.0,0.0,2.0,72.99800000000002,5.0,-7.07,,,2.0,2.308146949631521,118.81510746259455
Clc1ccc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c1,342.43600000000004,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-7.7,,,2.0,2.401548572390976,129.11837368947621
Clc1ccc(Cl)c(Oc2ccccc2)c1,239.10100000000003,4.785700000000002,9.23,0.0,1.0,2.0,2.0,15.0,0.0,2.0,62.97800000000002,3.0,-4.9703,,,2.0,2.28073295107281,98.20857500883123
Clc1ccc(Cl)c(Oc2ccccc2)c1Cl,273.546,5.439100000000002,9.23,0.0,1.0,2.0,2.0,16.0,0.0,2.0,67.98800000000003,4.0,-5.95,,,2.0,2.3843405653411573,108.5118412357129
Clc1ccc(Cl)c2ccccc12,197.064,4.146600000000002,0.0,0.0,0.0,0.0,2.0,12.0,0.0,2.0,53.96800000000002,2.0,-5.3576,,,2.0,2.946471324842402,80.71960010499551
Clc1ccc(Cl)cc1,147.00400000000002,2.993400000000001,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,36.46200000000001,2.0,-3.35,,0.0,1.0,3.0324555320336755,58.037935573260306
Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,325.843,4.333800000000003,21.06,0.0,2.0,4.0,4.0,23.0,0.3157894736842105,3.0,94.79800000000004,4.0,,,1.0,2.0,1.7052872915468742,141.0558631757878
Clc1ccc(I)cc1,238.455,2.944600000000001,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,44.16900000000001,2.0,-4.03,,,1.0,3.0324555320336755,66.99650746742228
Clc1ccc(N2CCN(C/C=C/c3ccccc3)CC2)nn1,314.82000000000005,2.9654000000000016,32.260000000000005,0.0,4.0,4.0,3.0,22.0,0.2941176470588235,2.0,91.17100000000003,5.0,,1.0,,1.0,1.4744948356817849,135.57834103820994
Clc1ccc(N2N=NC3C4CC(C5N=NC45)C32)cc1,273.727,3.117100000000001,52.68,0.0,5.0,1.0,5.0,19.0,0.5384615384615384,1.0,70.39200000000002,6.0,-4.87,,,1.0,1.5220051424470835,114.88946491245447
Clc1ccc(N=Nc2ccccc2)cc1,216.671,4.7554000000000025,24.72,0.0,2.0,2.0,2.0,15.0,0.0,2.0,62.07000000000003,3.0,-5.7023,,,2.0,2.1529892819390986,93.23854139693177
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,346.8210000000001,5.012600000000003,50.7,1.0,4.0,4.0,4.0,25.0,0.05,4.0,101.3157,5.0,,,1.0,2.0,1.7228607370096363,150.07272409949078
Clc1ccc(OCC2=NCCN2)cc1Cl,245.109,2.3739,33.62,1.0,3.0,3.0,2.0,15.0,0.3,1.0,62.26170000000002,5.0,,1.0,,1.0,1.9551633831571684,98.05060277629255
Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,411.326,8.0527,9.23,0.0,1.0,2.0,2.0,20.0,0.0,2.0,88.02799999999999,8.0,-9.64,,,2.0,2.5403897485142273,149.72490614323954
Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,445.771,8.7061,9.23,0.0,1.0,2.0,2.0,21.0,0.0,2.0,93.03799999999998,9.0,-10.6,,,2.0,2.580101657906713,160.02817237012124
Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,376.881,7.399300000000001,9.23,0.0,1.0,2.0,2.0,19.0,0.0,2.0,83.018,7.0,-8.94,,,2.0,2.4834841484752834,139.42163991635786
Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,411.326,8.0527,9.23,0.0,1.0,2.0,2.0,20.0,0.0,2.0,88.02799999999999,8.0,-9.46,,,2.0,2.508593974357766,149.72490614323954
Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1,376.881,7.399300000000001,9.23,0.0,1.0,2.0,2.0,19.0,0.0,2.0,83.018,7.0,-8.42,,,2.0,2.4891764452777494,139.4216399163579
Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,411.3259999999999,8.0527,9.23,0.0,1.0,2.0,2.0,20.0,0.0,2.0,88.028,8.0,-9.09,,,2.0,2.5353483303714532,149.72490614323956
Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1,342.4359999999999,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-7.76,,,2.0,2.4249739381580855,129.11837368947624
Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,376.881,7.399300000000001,9.23,0.0,1.0,2.0,2.0,19.0,0.0,2.0,83.01800000000001,7.0,-8.3,,,2.0,2.4565261556099505,139.42163991635792
Clc1ccc(Oc2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1,376.881,7.399300000000001,9.23,0.0,1.0,2.0,2.0,19.0,0.0,2.0,83.018,7.0,-8.47,,,2.0,2.465268188236707,139.42163991635786
Clc1ccc(Oc2c(Cl)cc(Cl)c(Cl)c2Cl)cc1,342.4359999999999,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-7.77,,,2.0,2.4017673566009767,129.11837368947621
Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,342.43600000000004,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-7.33,,,2.0,2.399017772309855,129.11837368947621
Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,307.991,6.092500000000002,9.23,0.0,1.0,2.0,2.0,17.0,0.0,2.0,72.99800000000002,5.0,-6.83,,,2.0,2.328198437197118,118.81510746259455
Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,342.43600000000004,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-7.24,,,2.0,2.4280858384781316,129.11837368947621
Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,376.881,7.399300000000001,9.23,0.0,1.0,2.0,2.0,19.0,0.0,2.0,83.018,7.0,-7.96,,,2.0,2.480658011621411,139.4216399163579
Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)cc1,307.991,6.092500000000002,9.23,0.0,1.0,2.0,2.0,17.0,0.0,2.0,72.99800000000002,5.0,-6.64,,,2.0,2.3570431850388154,118.81510746259455
Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)cc1Cl,342.43600000000004,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-7.35,,,2.0,2.394930024914095,129.11837368947624
Clc1ccc(Oc2c(Cl)cccc2Cl)c(Cl)c1Cl,342.43600000000004,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-7.23,,,2.0,2.439163077368209,129.11837368947624
Clc1ccc(Oc2c(Cl)cccc2Cl)cc1,273.546,5.4391000000000025,9.23,0.0,1.0,2.0,2.0,16.0,0.0,2.0,67.98800000000003,4.0,-5.91,,,2.0,2.3012101492780848,108.5118412357129
Clc1ccc(Oc2c(Cl)cccc2Cl)cc1Cl,307.991,6.092500000000002,9.23,0.0,1.0,2.0,2.0,17.0,0.0,2.0,72.99800000000002,5.0,-6.56,,,2.0,2.3458990918509652,118.81510746259455
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1,342.43600000000004,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-7.89,,,2.0,2.341210361235431,129.11837368947621
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2)cc1,307.991,6.092500000000002,9.23,0.0,1.0,2.0,2.0,17.0,0.0,2.0,72.99800000000002,5.0,-7.35,,,2.0,2.2715238298570197,118.81510746259455
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,342.43600000000004,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-8.25,,,2.0,2.3104050686456095,129.11837368947624
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,376.881,7.399300000000001,9.23,0.0,1.0,2.0,2.0,19.0,0.0,2.0,83.01800000000001,7.0,-8.44,,,2.0,2.4388626824690767,139.42163991635786
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,411.32600000000014,8.0527,9.23,0.0,1.0,2.0,2.0,20.0,0.0,2.0,88.02800000000002,8.0,-9.12,,,2.0,2.48494624786845,149.72490614323954
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1,342.4359999999999,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-8.06,,,2.0,2.3759972480421645,129.11837368947621
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,376.881,7.399300000000001,9.23,0.0,1.0,2.0,2.0,19.0,0.0,2.0,83.01800000000001,7.0,-8.78,,,2.0,2.407528242849199,139.4216399163579
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,342.43600000000004,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-7.61,,,2.0,2.3669730660402712,129.11837368947621
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1,307.991,6.092500000000002,9.23,0.0,1.0,2.0,2.0,17.0,0.0,2.0,72.99800000000002,5.0,-7.04,,,2.0,2.2962610484217487,118.81510746259455
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl,342.43600000000004,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-7.83,,,2.0,2.3354601302003593,129.11837368947624
Clc1ccc(Oc2cc(Cl)cc(Cl)c2)cc1,273.546,5.4391000000000025,9.23,0.0,1.0,2.0,2.0,16.0,0.0,2.0,67.98800000000003,4.0,-5.5201,,,2.0,2.2301061936003337,108.5118412357129
Clc1ccc(Oc2cc(Cl)cc(Cl)c2Cl)c(Cl)c1,342.43600000000004,6.745900000000002,9.23,0.0,1.0,2.0,2.0,18.0,0.0,2.0,78.00800000000001,6.0,-7.64,,,2.0,2.395918512876819,129.11837368947621
Clc1ccc(Oc2cc(Cl)cc(Cl)c2Cl)cc1,307.991,6.092500000000002,9.23,0.0,1.0,2.0,2.0,17.0,0.0,2.0,72.99800000000002,5.0,-7.14,,,2.0,2.3249978266222713,118.81510746259455
Clc1ccc(Oc2cc(Cl)ccc2Cl)c(Cl)c1,307.991,6.092500000000002,9.23,0.0,1.0,2.0,2.0,17.0,0.0,2.0,72.99800000000002,5.0,-6.77,,,2.0,2.340908611895312,118.81510746259455
